id	japanese	translation
MAP5_e33_p0_13	この像は、先代国王の像なんだよ！！	
MAP5_e33_p0_14	勉強になったかい？	
MAP5_e33_p0_2	この像は…　	
MAP5_e33_p0_3	この像は何の像か知っているかい？	
MAP5_e33_p0_7	なんだって？	What did you say?
MAP5_e33_p0_8	聞こえないねえ…	
MAP5_e34_p0_2	異常なーし	
MAP5_e34_p0_3	ウィンの家の前異常なーし	
MAP5_e34_p0_4	しかしここは、いいにおいがするぜー	
MAP5_e5_p0_1	持ち出して役に立つようなものは何も見つけられなかった…	There was nothing worth taking with us...
MAP5_e6_p0_1	持ち出して役に立つようなものは何も見つけられなかった…	There was nothing worth taking with us...
MAP5_e7_p0_1	持ち出して役に立つようなものは何も見つけられなかった…	There was nothing worth taking with us...
MAP5_e8_p0_2	　　底から　キュアポーションを　１個手に入れた！	
MAP5_e8_p1_2	　　　　　　　　　中はからっぽだった	
MAP5_e9_p0_2	　　　　　魚のエサにつかう虫が入っている	
MAP6_e15_p0_1	ここでなら休んでいくことが出来る。	You can rest here.
MAP6_e15_p0_2	休んでいこうか…。	Should we rest...?
MAP6_e16_p0_1	ここでなら休んでいくことが出来る。	You can rest here.
MAP6_e16_p0_2	休んでいこうか…。	Should we rest...?
MAP6_e17_p0_1	ここでなら休んでいくことが出来る。	You can rest here.
MAP6_e17_p0_2	休んでいこうか…。	Should we rest...?
MAP6_e18_p0_1	ここでなら休んでいくことが出来る。	You can rest here.
MAP6_e18_p0_2	休んでいこうか…。	Should we rest...?
MAP6_e19_p0_1	ここでなら休んでいくことが出来る。	You can rest here.
MAP6_e19_p0_2	休んでいこうか…。	Should we rest...?
MAP6_e20_p0_1	ここでなら休んでいくことが出来る。	You can rest here.
MAP6_e20_p0_2	休んでいこうか…。	Should we rest...?
MAP6_e21_p0_1	持ち出して役に立つようなものは何も見つけられなかった…	There was nothing worth taking with us...
MAP6_e22_p0_2	　　　　擦り切れたレザーコートが入っている	
MAP6_e23_p0_2	　　　　　あせくさい　あまり調べたくはない…	
MAP6_e24_p0_2	レザーコートを　一着　手に入れた！	Obtained a Leather Coat!
MAP6_e24_p1_1	持ち出して役に立つようなものは何も見つけられなかった…	There was nothing worth taking with us...
MAP6_e25_p0_1	持ち出して役に立つようなものは何も見つけられなかった…	There was nothing worth taking with us...
MAP6_e26_p0_2	　　　　　　　　　　食器や調味料の類だ	
MAP6_e27_p0_1	持ち出して役に立つようなものは何も見つけられなかった…	There was nothing worth taking with us...
MAP6_e28_p0_2	　　　　　　赤い野菜がたくさん入っている　	
MAP6_e29_p0_1	持ち出して役に立つようなものは何も見つけられなかった…	There was nothing worth taking with us...
MAP6_e30_p0_2	　　　　　　　　　　　小麦粉か何かだ	
MAP6_e31_p0_2	　　　　　　緑色の野菜がたくさん入っている	
MAP6_e32_p0_1	持ち出して役に立つようなものは何も見つけられなかった…	There was nothing worth taking with us...
MAP6_e33_p0_1	持ち出して役に立つようなものは何も見つけられなかった…	There was nothing worth taking with us...
MAP6_e34_p0_1	固いパンを　１個　手に入れた！	Obtained a Hard Bread!
MAP6_e34_p1_1	持ち出して役に立つようなものは何も見つけられなかった…	There was nothing worth taking with us...
MAP6_e35_p0_1	持ち出して役に立つようなものは何も見つけられなかった…	There was nothing worth taking with us...
MAP6_e36_p0_2	　　　　　　いい匂いがする　お酒かもしれない	
MAP6_e37_p0_1	持ち出して役に立つようなものは何も見つけられなかった…	There was nothing worth taking with us...
MAP6_e37_p0_4	おい、勝手に触るんじゃねえ！	Hey, don't touch that without asking!
MAP6_e38_p0_2	　　　　　兵たちの為に常備されている薬類だ	
MAP6_e39_p0_1	『ここ最近の事件と報告』	"""Recent Incidents and Reports"""
MAP6_e39_p0_11	・西の監視塔の見回りについて	- About patrolling the West Watchtower
MAP6_e39_p0_12	他国との戦争の為に作られた西の塔ですが、定期的に	The western tower was built for wars with other nations, but bandits
MAP6_e39_p0_13	泥棒や魔物が住み着くので、見回りが大変です。	and monsters regularly move in, making patrols a hassle.
MAP6_e39_p0_14	壊してしまってはどうでしょう。	Perhaps we should just demolish it.
MAP6_e39_p0_16	・騎士と兵士の槍嫌いについて	- About knights and soldiers hating spears
MAP6_e39_p0_17	王国では戦争の為に槍の訓練が推奨されていますが、	The kingdom recommends spear training for war, but spears are
MAP6_e39_p0_18	槍は重くて長いので、兵はおろか、騎士でさえ全然	heavy and long, so not just soldiers—even knights aren't
MAP6_e39_p0_19	練習していません。槍のイメージアップが必要です。	practicing at all. Spears need a better image.
MAP6_e39_p0_2	…と、書かれた本がある。読んでみようか？	There's a book with these words written in it. Should we read it?
MAP6_e39_p0_6	・フレイムからの野盗、ごろつき、密売人の流入	- Influx of bandits, thugs, and smugglers from Flame
MAP6_e39_p0_7	関所の警備の強化をしています。通行手形の発行手続きを	We've strengthened security at the checkpoint. We've made the permit
MAP6_e39_p0_8	複雑にして、料金も値上げしました。	issuing process more complicated and raised the fees.
MAP6_e39_p0_9	街のパトロールも増やしました。	We've also increased town patrols.
MAP6_e40_p0_1	『色々な見積もりリスト』	"""Various Estimates List"""
MAP6_e40_p0_11	城内宿舎の改築　資材6540G　人手5800G	Renovating castle barracks - materials 6540G, labor 5800G
MAP6_e40_p0_12	出来ます。ベットの数が元々足りていませんしね…。	It can be done. The number of beds has never been enough...
MAP6_e40_p0_13	各区画への公衆トイレ設置　資材4500G　人手7200G	Public toilets in each ward - materials 4500G, labor 7200G
MAP6_e40_p0_14	各区画でなくとも一個か二個でもいいです。切実に…。	Even one or two would do, not per ward. We beg you...
MAP6_e40_p0_16	武器庫の掃除　資材800G　人手300G	Cleaning the armory - materials 800G, labor 300G
MAP6_e40_p0_17	陛下からストロングに御自ら命令してください！	Please order Strong to do it yourself, Your Majesty!
MAP6_e40_p0_18	軍馬の購入　資材？？？　人手？？？	Purchasing warhorses - materials ???, labor ???
MAP6_e40_p0_19	一体いつからこの大陸には馬がいなくなったのでしょう…	Just when did horses disappear from this continent, I wonder...
MAP6_e40_p0_2	…と、表紙に書かれた本がある。読んでみようか。	There's a book with these words on the cover. Should we read it?
MAP6_e40_p0_6	バルコニーの改修　資材5136G　人手107050G	Renovating the balcony - materials 5136G, labor 107050G
MAP6_e40_p0_7	とてもじゃないですが無理です陛下…！	It's quite impossible, Your Majesty...!
MAP6_e40_p0_8	城下町のバリアフリー化　資材3460G 人手6845G	Accessibility for the castle town - materials 3460G, labor 6845G
MAP6_e40_p0_9	出来なくもないですが、車椅子使っている国民ゼロです…	It's possible, but there are zero citizens using wheelchairs...
MAP6_e41_p0_11	医療キットを　２個　渡された！	
MAP6_e41_p0_13	固いパンを　２個　渡された！	
MAP6_e41_p0_15	万金丹を　２個　渡された！	Received 2 Mankintan!
MAP6_e41_p0_17	レイピアを　１本　渡された！	
MAP6_e41_p0_19	スピアを　１本　渡された！	
MAP6_e41_p0_2	二人とも、西の監視塔の見回りだろ？	Both of you are on West Watchtower patrol, right?
MAP6_e41_p0_21	お金を　５００Ｇ　渡された！	Received 500G!
MAP6_e41_p0_24	…万金丹？これは、毒消しの薬だな。	...Mankintan? This is an antidote, isn't it.
MAP6_e41_p0_25	そんな厄介な魔物がいるのか？	There are monsters that nasty?
MAP6_e41_p0_28	ああ。	Yeah.
MAP6_e41_p0_29	西の監視塔に忍び込んだ子供が魔物に襲われて、	A kid who snuck into the West Watchtower was attacked by a monster,
MAP6_e41_p0_3	ほれ、今回の支給品だ。受け取れ。	Here, your provisions for this mission. Take them.
MAP6_e41_p0_30	毒で死にかけたって話だ。	and nearly died of poison, or so the story goes.
MAP6_e41_p0_33	だから当然、毒への備えをしておいた。	So of course, I prepared against poison.
MAP6_e41_p0_34	…というか、報告いってないのか？	...Wait, did you not report this?
MAP6_e41_p0_37	…ったく。	...Sheesh.
MAP6_e41_p0_38	どうせサクソンが陛下に伝え忘れたんだろう。	Saxon probably forgot to tell His Majesty again.
MAP6_e41_p0_41	それ、ありうるなあ…。	Yeah, that tracks...
MAP6_e41_p0_44	まあ、何にしろ、気をつけてな。	Well, anyway, stay safe.
MAP6_e41_p0_45	足りないものは、その５００Ｇで何とか	Whatever else you need, make do
MAP6_e41_p0_46	用立ててくれ。	with that 500G.
MAP6_e41_p0_49	フン…！	Hmph...!
MAP6_e41_p0_50	こんな任務、ささっと終わらせてくるさ。	I'll wrap up this mission in no time.
MAP6_e41_p1_10	医療キットを　５個　渡された！	
MAP6_e41_p1_12	万金丹を　２個　渡された！	Received 2 Mankintan!
MAP6_e41_p1_14	レイピア(名品)を　１本　渡された！	
MAP6_e41_p1_16	スピア(名品)を　１本　渡された！	
MAP6_e41_p1_18	お金を　５００Ｇ　渡された！	Received 500G!
MAP6_e41_p1_2	二人とも、西の監視塔の見回りだろ？	Both of you are on West Watchtower patrol, right?
MAP6_e41_p1_21	…万金丹？これは、毒消しの薬だな。	...Mankintan? This is an antidote, isn't it.
MAP6_e41_p1_22	そんな厄介な魔物がいるのか？	There are monsters that nasty?
MAP6_e41_p1_25	ああ。	Yeah.
MAP6_e41_p1_26	西の監視塔に忍び込んだ子供が魔物に襲われて、	A kid who snuck into the West Watchtower was attacked by a monster,
MAP6_e41_p1_27	毒で死にかけたって話だ。	and nearly died of poison, or so the story goes.
MAP6_e41_p1_3	ほれ、今回の支給品だ。受け取れ。	Here, your provisions for this mission. Take them.
MAP6_e41_p1_30	だから当然、毒への備えをしておいた。	So of course, I prepared against poison.
MAP6_e41_p1_31	…というか、報告いってないのか？	...Wait, did you not report this?
MAP6_e41_p1_34	…ったく。	...Sheesh.
MAP6_e41_p1_35	どうせサクソンが陛下に伝え忘れたんだろう。	Saxon probably forgot to tell His Majesty again.
MAP6_e41_p1_38	それ、ありうるなあ…。	Yeah, that tracks...
MAP6_e41_p1_41	まあ、何にしろ、気をつけてな。	Well, anyway, stay safe.
MAP6_e41_p1_42	足りないものは、その５００Ｇで何とか	Whatever else you need, make do
MAP6_e41_p1_43	用立ててくれ。	with that 500G.
MAP6_e41_p1_46	フン…！	Hmph...!
MAP6_e41_p1_47	こんな任務、ささっと終わらせてくるさ。	I'll wrap up this mission in no time.
MAP6_e41_p2_18	必要なものがあったら、また来いよ。	If you need anything, come back.
MAP6_e41_p2_2	支給したもの以外で欲しいものがある場合は、	If there's anything you want beyond what we issued,
MAP6_e41_p2_3	自前で金を払ってもらうぜ。	you'll be paying for it yourself.
MAP6_e41_p2_4	さあ、何が欲しいんだ？	So, what'll it be?
MAP6_e41_p3_2	支給したもの以外で欲しいものがある場合は、	If there's anything you want beyond what we issued,
MAP6_e41_p3_20	必要なものがあったら、また来いよ。	If you need anything, come back.
MAP6_e41_p3_3	自前で金を払ってもらうぜ。	you'll be paying for it yourself.
MAP6_e41_p3_4	さあ、何が欲しいんだ？	So, what'll it be?
MAP6_e42_p0_2	任務に取り掛かる前に、支給品を受け取るのを	Before you start your mission, don't forget to
MAP6_e42_p0_3	忘れるなよ。	pick up your provisions.
MAP6_e42_p0_6	どこで受け取れるかって？	Where? You ask?
MAP6_e42_p0_7	お前本当にここの騎士か！？	Are you really a knight of this castle!?
MAP6_e42_p0_8	…そこ曲がった先の、とっちらかった部屋だ。	...It's the messy room past that corner.
MAP6_e43_p0_2	任務に取り掛かる前に、支給品を受け取るのを	Before you start your mission, don't forget to
MAP6_e43_p0_3	忘れるなよ。	pick up your provisions.
MAP6_e43_p0_6	どこで受け取れるかって？	Where? You ask?
MAP6_e43_p0_7	お前本当にここの騎士か！？	Are you really a knight of this castle!?
MAP6_e43_p0_8	…そこ曲がった先の、とっちらかった部屋だ。	...It's the messy room past that corner.
MAP6_e44_p0_2	任務に取り掛かる前に、支給品を受け取るのを	Before you start your mission, don't forget to
MAP6_e44_p0_3	忘れるなよ。	pick up your provisions.
MAP6_e44_p0_6	どこで受け取れるかって？	Where? You ask?
MAP6_e44_p0_7	お前本当にここの騎士か！？	Are you really a knight of this castle!?
MAP6_e44_p0_8	…そこ曲がった先の、とっちらかった部屋だ。	...It's the messy room past that corner.
MAP6_e45_p0_1	持ち出して役に立つようなものは何も見つけられなかった…	There was nothing worth taking with us...
MAP6_e46_p0_10	考える暇もないのです！	
MAP6_e46_p0_16	ウィン殿は私がどれだけ忙しいか、ご存じない	
MAP6_e46_p0_17	のですな？	
MAP6_e46_p0_18	用がなければ出て行ってください！！	
MAP6_e46_p0_2	これは騎士ウィン殿。	
MAP6_e46_p0_3	今日はどういったご用件ですかな？	
MAP6_e46_p0_8	最近も何も常に私は忙しいのです！	
MAP6_e46_p0_9	私の気分！？そんなこと分かりません！	
MAP6_e47_p0_1	何かのメモ…	A note of some kind...
MAP6_e47_p0_2	私の隣の家の人が夜中に歌を歌います。	My neighbor sings in the middle of the night.
MAP6_e47_p0_3	文句を言ったら笛を吹き出しました。	When I complained, he started playing the flute.
MAP6_e47_p0_4	彼は、音楽家になるんだそうです！助けて下さい。	He says he's going to become a musician! Please help me.
MAP6_e48_p0_2	ちょっと！仕事の邪魔をしないで下さい！	Hey! Don't interfere with my work!
MAP6_e48_p0_3	さっきからあなたはウロチョロと…	You've been wandering around since a while ago...
MAP6_e48_p0_4	何してるんです、本当に騎士なのか！？	What are you doing? Are you really a knight!?
MAP6_e49_p0_1	何かのメモ…	A note of some kind...
MAP6_e49_p0_2	靴底がはがれました。先月は穴があきました。	My shoe soles came off. Last month they got holes.
MAP6_e49_p0_3	この国の靴は、もろすぎます！抜本的に解決してください！	This kingdom's shoes are far too fragile! Please fix this fundamentally!
MAP6_e49_p0_4	働き者ほど、靴代でお金がかかります！	The harder you work, the more you spend on shoes!
MAP6_e50_p0_1	持ち出して役に立つようなものは何も見つけられなかった…	There was nothing worth taking with us...
MAP6_e51_p0_1	ピピンへの苦情の手紙やメモがたくさん置いてある…	A pile of complaint letters and notes about Pipin...
MAP6_e51_p0_10	早く行くぞ！	Let's go, quickly!
MAP6_e51_p0_3	ピピンに嫌みを言われて傷付いた…	Pipin said something nasty and hurt me...
MAP6_e51_p0_4	ピピンが俺の剣術をバカにした…	Pipin mocked my swordsmanship...
MAP6_e51_p0_5	ピピンが俺の喋り方をバカにした…	Pipin mocked the way I talk...
MAP6_e51_p0_6	ピピンが小鳥に話し掛けていた…	Pipin was talking to a little bird...
MAP6_e51_p0_9	おい！何読んでやがる！	Hey! What are you reading!?
MAP6_e51_p1_1	ピピンへの苦情の手紙やメモがたくさん置いてある…	A pile of complaint letters and notes about Pipin...
MAP6_e51_p1_3	ピピンに嫌みを言われて傷付いた…	Pipin said something nasty and hurt me...
MAP6_e51_p1_4	ピピンが俺の剣術をバカにした…	Pipin mocked my swordsmanship...
MAP6_e51_p1_5	ピピンが俺の喋り方をバカにした…	Pipin mocked the way I talk...
MAP6_e51_p1_6	ピピンが小鳥に話し掛けていた…	Pipin was talking to a little bird...
MAP6_e52_p0_13	若くして騎士になったってのに、何て謙虚な…	
MAP6_e52_p0_14	ウィン、俺はお前を応援しているぜ！	
MAP6_e52_p0_2	騎士ウィン殿に敬礼！	
MAP6_e52_p0_7	まだ若いのに何て立派な敬礼だろう…	
MAP6_e52_p0_8	ウィン、今度俺に教えてくれ！	
MAP6_e53_p0_13	おう、ありがとよ！	
MAP6_e53_p0_14	とは言えずっとここに立っていると飽きるよ。	
MAP6_e53_p0_15	外に出られるお前が羨ましいや。	
MAP6_e53_p0_2	お勤めごくろう！騎士ウィン殿！	
MAP6_e53_p0_7	ハハハ！相変わらず素直なやつだなあ。	
MAP6_e53_p0_8	騎士殿、ご武運を祈るぜ！	
MAP6_e54_p0_2	孫の顔を見せに娘がフレイムから来てくれて	
MAP6_e54_p0_3	いるのじゃが、関所を通れず立ち往生している	
MAP6_e54_p0_4	そうなんじゃ…。何とかならんかのう…。	
MAP6_e55_p0_2	うちの店の雨漏りを直してくれるって話を	
MAP6_e55_p0_3	してから、もう二週間が経つんだよ。	
MAP6_e55_p0_4	大臣は本当に覚えているのかねえ？	
MAP6_e56_p0_10	ここに魚がいるの知ってたか？	
MAP6_e56_p0_13	知らないだろう。	
MAP6_e56_p0_14	この前の休暇で釣った魚をここに放したら	
MAP6_e56_p0_15	増えちゃったんだ。内緒だぞ？	
MAP6_e56_p0_2	おっ、ウィンじゃないか？	
MAP6_e56_p0_21	知ってるよ。お前外で仕事だろ？	
MAP6_e56_p0_22	それより、この前誘った釣りの件なんだが、	
MAP6_e56_p0_23	考えておいてくれよな。楽しいぞ！	
MAP6_e56_p0_3	お前も休憩か？	
MAP6_e56_p0_8	…なんの休憩だよ？	
MAP6_e56_p0_9	俺は魚にエサやってんの。	
MAP6_e57_p0_1	『スキルの勉強』	"""Studying Skills"""
MAP6_e57_p0_10	スキルポイントは、バトル中に敵を攻撃したり、	Skill Points build up during battle by attacking enemies,
MAP6_e57_p0_11	攻撃されたりすることで溜まるが、戦いながら探ると	or by being attacked. If you probe as you fight,
MAP6_e57_p0_12	よいだろう。ぼうぎょをすると大きく溜まるのは確かだ。	you'll figure it out. Guarding definitely builds it up a lot.
MAP6_e57_p0_13	使いたいスキルがあるときは活用するといいだろう。	Use it when there's a skill you want to use.
MAP6_e57_p0_15	使用できるスキルの種類は、武器ごとに違うが、	The skills available differ by weapon, but
MAP6_e57_p0_16	品質のよい武器ほど、使用できるスキルの種類が増える	the better the weapon, the more skill types become available.
MAP6_e57_p0_17	傾向にあるようだ。	That seems to be the trend.
MAP6_e57_p0_2	…と、表紙に書かれた本がある。読んでみようか。	There's a book with these words on the cover. Should we read it?
MAP6_e57_p0_6	スキルとは、装備している武器ごとに使える特技のことで、	Skills are special techniques usable with the weapon you have equipped.
MAP6_e57_p0_7	スキルポイント（SP)を消費して使うことのできる、	They cost Skill Points (SP) to use,
MAP6_e57_p0_8	強力だったり、便利な技の数々である。	and include powerful and handy techniques.
MAP6_e58_p1_10	　　　　ウィンは　ダガー（良質）　を受け取った！	
MAP6_e58_p1_2	おお…騎士様…	Oh... Sir Knight...
MAP6_e58_p1_3	この度は娘たちが大変お世話になったそうで…	I hear my daughters were greatly helped by you...
MAP6_e58_p1_5	お礼と言ってはなんですが…	It's not much of a thanks, but...
MAP6_e58_p1_6	どうかこれをお受け取り下さい…	please accept this...
MAP6_e58_p1_7	孫と会えたいま、もう必要なくなりましたので	now that I've been able to meet my grandchild, I no longer need it
MAP6_e58_p2_10	　　　　ウィンは　マンゴーシュ　を受け取った！	
MAP6_e58_p2_2	おお…騎士様…	Oh... Sir Knight...
MAP6_e58_p2_3	この度は娘たちが大変お世話になったそうで…	I hear my daughters were greatly helped by you...
MAP6_e58_p2_5	お礼と言ってはなんですが…	It's not much of a thanks, but...
MAP6_e58_p2_6	どうかこれをお受け取り下さい…	please accept this...
MAP6_e58_p2_7	孫と会えたいま、もう必要なくなりましたので	now that I've been able to meet my grandchild, I no longer need it
MAP6_e58_p3_2	騎士様のおかげで血をみなくて済みました。	
MAP6_e59_p1_2	おじいちゃんたら　	
MAP6_e59_p1_3	わたしをママのちいさいころに	
MAP6_e59_p1_4	そっくりだって言うんだよー	
MAP6_e60_p1_2	この度は本当にありがとうございました…	
MAP6_e60_p1_3	こうして父に娘を会わせることもできました！	
MAP6_e60_p1_5	通行手形をお返ししますね。	
MAP6_e60_p1_8	　　　　　　ウィンは通行手形を返してもらった！	
MAP6_e60_p2_2	しかし親父いつまで娘とあそんでるんだよ…	
MAP6_e61_p0_10	ちょっとばかし、臭いけどな。	
MAP6_e61_p0_17	いいねえ　若いってのは。	
MAP6_e61_p0_18	でも、無理すんなよ。そこのベッドなら、	
MAP6_e61_p0_19	いつでも使って大丈夫だからな？	
MAP6_e61_p0_2	ふいーつかれたーーー	
MAP6_e61_p0_3	お、ウィン、お前も疲れたのか？	
MAP6_e61_p0_8	それなら隣のベッドで休んで行けよ。	
MAP6_e61_p0_9	宿屋と違って、タダだぜ。	
MAP6_e62_p0_2	あーいそがしい！いそがしい！	Ah, so busy! So busy!
MAP6_e62_p0_3	ちょっと、騎士さん、どいてちょうだい！	
MAP6_e62_p0_4	ふんづけちゃうから！	
MAP6_e63_p0_2	あーいそがしいいそがしい　って、	
MAP6_e63_p0_3	俺なんで手伝わされてるの？	
MAP6_e64_p0_14	おいおい、いいのかそれで？	
MAP6_e64_p0_15	たくさん本を読むと、この世界での暮らしが、	
MAP6_e64_p0_16	さらに、もっと豊かになると思うぞー	
MAP6_e64_p0_2	お前、本棚とかちゃんと調べているか？	
MAP6_e64_p0_7	世の中いろいろな本があって面白いよなー	
MAP6_e64_p0_8	俺も本棚を見つけると、しごとサボって	
MAP6_e64_p0_9	ついつい読んじまうんだよー	
MAP7_e10_p0_2	食糧庫のパンが最近減っている。何が起こっているんだ？	Bread's been disappearing from the larder lately. What's going on?
MAP7_e10_p0_3	誰かに調べて欲しいが、もしかしたら犯人が騎士団に	I want someone to look into it, but the culprit might be in the knight order itself...
MAP7_e10_p0_4	いるかも知れない…。誰に相談すればいいんだろう…。	Who can I even talk to about this...
MAP7_e11_p0_1	書きかけの手紙がある…	There's an unfinished letter...
MAP7_e11_p0_12	その後には知らない名前が五人くらい書いてある。	After it are about five names I don't recognize.
MAP7_e11_p0_2	読んでみようか…。	Should we read it...?
MAP7_e11_p0_6	騎士団長ロイ様へ	To Lord Roi, Knight Commander
MAP7_e11_p0_7	新たな騎士候補者のリストをお送りします。	I send you the list of new knight candidates.
MAP7_e11_p0_8	どの者も将来の楽しみな者たちです。	They are all promising youths for the future.
MAP7_e11_p0_9	いつもお手数をおかけしますが、ご確認ください。	I apologize for the trouble as always; please review it.
MAP7_e12_p0_1	『世界の武器』	"""Weapons of the World"""
MAP7_e12_p0_11	曲剣。フレイム王国のみで生産される、刃の反った剣。	Curved sword: a blade with a curved edge, produced only in the Flame Kingdom.
MAP7_e12_p0_12	振り回しやすく、素早さが少し上がる。	Easy to swing, slightly raises agility.
MAP7_e12_p0_13	刀。セイリューでのみ生産される。美しく鋭い剣。切れ味が	Katana: produced only in Seiryu. A beautiful, sharp sword. Its edge is
MAP7_e12_p0_14	抜群だが、取り回しが悪く、素早さが下がる。	excellent, but it's hard to handle and lowers agility.
MAP7_e12_p0_16	他に、大剣という、重くて凄まじい威力の剣や、	There are also great swords—heavy blades of fearsome power—
MAP7_e12_p0_17	短剣、刺剣、槍といった、突き刺す武器もある。	and thrusting weapons like daggers, rapiers, and spears.
MAP7_e12_p0_18	この三つは敵の急所を突きやすい（会心率があがる）が、	These three hit enemy vitals easily (raising critical rate), but
MAP7_e12_p0_19	槍は元の威力が他のふたつよりも高い分、素早さが下がる。	spears have higher base power than the other two at the cost of agility.
MAP7_e12_p0_2	…と、表紙に書かれた本がある。読んでみようか…。	There's a book with these words on the cover. Should we read it...?
MAP7_e12_p0_6	このエレメント大陸には、大きく分けて次のような武器が	On this Element Continent, the weapons that are widespread fall
MAP7_e12_p0_7	普及している。	roughly into the following types.
MAP7_e12_p0_8	直剣。もっとも普通の剣で、主にウインダム王国で生産され	Straight sword: the most ordinary sword, produced mainly in the Windam Kingdom.
MAP7_e12_p0_9	ている。扱いやすい。	Easy to handle.
MAP7_e13_p0_1	『エレメンタルパワー』	"""Elemental Power"""
MAP7_e13_p0_11	かつて大昔、この大陸が生まれる前、紋章の力で闇の	Long ago, before this continent was born, the power of the crests sealed the Dark
MAP7_e13_p0_12	エレメントを彼方に封じ、火水風のエレメントの加護を	Element far away, and this land flourished under the blessing of the Fire, Water, and Wind Elements—
